,CustomerID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore
638,15510,327,0,1,0,$58,0,0
639,13958,369,0,5,0,$101,0,0
640,12870,363,0,2,0,$40,0,0
641,14890,250,0,7,0,$1 K,0,0
642,16262,357,0,3,0,$60,0,0
643,15940,308,0,2,0,$96,0,0
644,17307,362,0,1,0,$24,0,0
645,12503,334,0,1,0,$24,0,0
646,15649,333,0,2,0,$1 K,0,0
647,17995,278,0,2,0,$648,0,0
648,14821,363,0,2,0,$686,0,0
649,12410,298,0,28,0,$5 K,0,0
650,17925,369,0,1,0,$400,0,0
651,16995,369,0,1,0,$19,0,0
652,16658,365,0,8,0,$918,0,0
653,18050,356,0,5,0,$964,0,0
654,13948,357,0,3,0,$1 K,0,0
655,14368,316,0,8,0,$952,0,0
656,12361,284,0,10,0,$3 K,0,0
657,16072,285,0,23,0,$2 K,0,0
658,15262,320,0,10,0,$2 K,0,0
659,16517,274,0,17,0,$3 K,0,0
660,12564,258,0,21,0,$4 K,0,0
661,17881,301,0,8,0,$955,0,0
662,12707,288,0,33,0,$6 K,0,0
663,15899,365,0,4,0,$2 K,0,0
664,15180,364,0,6,0,$1 K,0,0
665,12785,361,0,14,0,$4 K,0,0
666,15236,295,0,15,0,$7 K,0,0
667,16063,257,0,23,0,$6 K,0,0
668,16510,369,0,13,0,$2 K,0,0
669,15174,319,0,11,0,$4 K,0,0
670,12551,354,0,10,0,$2 K,0,0
671,14068,317,0,24,0,$2 K,0,0
672,13809,302,0,12,0,$618,0,0
673,17165,281,0,10,0,$2 K,0,0
674,14142,370,0,22,0,$6 K,0,0
675,13328,313,0,17,0,$8 K,0,0
676,17654,274,0,22,0,$777,0,0
677,17639,273,0,7,0,$945,0,0
678,15923,369,0,21,0,$2 K,0,0
679,17535,277,0,13,0,$3 K,0,0
680,15703,261,0,5,0,$1 K,0,0
681,15224,355,0,16,0,$3 K,0,0
682,13893,294,0,21,0,$3 K,0,0
683,16792,279,0,12,0,$872,0,0
684,15087,278,0,15,0,$3 K,0,0
685,18113,365,0,1,0,$438,0,0
686,13262,260,0,11,0,$3 K,0,0
687,13786,364,0,7,0,$3 K,0,0
688,17978,362,0,12,0,$2 K,0,0
689,13002,315,0,7,0,$2 K,0,0
690,13803,252,0,17,0,$3 K,0,0
691,12738,369,0,11,0,$4 K,0,0
692,12574,312,0,11,0,$1 K,0,0
693,18068,286,0,1,0,$69,0,0
694,18224,260,0,10,0,$1 K,0,0
695,14889,333,0,10,0,$3 K,0,0
696,18280,274,0,10,0,$1 K,0,0
697,13033,354,0,11,0,$2 K,0,0
698,12505,298,0,1,0,$52,0,0
699,15388,267,0,10,0,$2 K,0,0
700,13144,329,0,3,0,$378,0,0
701,16096,261,0,12,0,$3 K,0,0
702,17118,314,0,10,0,$4 K,0,0
703,14066,263,0,7,0,$879,0,0
704,18256,351,0,4,0,$74,0,0
705,12346,322,0,2,0,$554,0,0
706,15562,348,0,1,0,$438,0,0
707,16976,264,0,2,0,$835,0,0
708,16679,363,0,3,0,$719,0,0
709,17102,258,0,1,0,$55,0,0
710,17069,25,3,154,0,$40 K,0,3
711,14829,26,3,45,0,$11 K,0,3
712,16150,35,3,136,0,$32 K,0,3
713,14083,1,3,181,0,$17 K,0,3
714,17809,13,3,64,0,$31 K,0,3
715,17198,20,3,96,0,$9 K,0,3
716,15545,51,3,81,0,$4 K,0,3
717,15038,40,3,133,0,$5 K,0,3
718,14404,30,3,104,0,$24 K,0,3
719,15919,16,3,143,0,$14 K,0,3
720,13155,30,3,85,0,$14 K,0,3
721,17519,14,3,83,0,$22 K,0,3
722,13569,14,3,85,0,$4 K,0,3
723,15965,14,3,122,0,$13 K,0,3
724,13173,1,3,43,0,$7 K,0,3
725,18043,21,3,121,0,$8 K,0,3
726,15916,13,3,160,0,$18 K,0,3
727,17999,34,3,93,0,$6 K,0,3
728,17655,7,3,93,0,$29 K,0,3
729,17857,1,3,55,0,$37 K,0,3
730,17097,7,3,160,0,$10 K,0,3
731,17700,13,3,146,0,$36 K,0,3
732,16062,6,3,64,0,$22 K,0,3
733,18065,2,3,138,0,$28 K,0,3
734,14577,9,3,123,0,$10 K,0,3
735,17917,42,3,94,0,$5 K,0,3
736,17618,2,3,78,0,$9 K,0,3
737,15854,1,3,140,0,$19 K,0,3
738,13496,7,3,36,0,$11 K,0,3
739,14913,32,3,87,0,$47 K,0,3
740,12928,32,3,84,0,$35 K,0,3
741,12577,32,3,148,0,$13 K,0,3
742,15563,5,3,117,0,$32 K,0,3
743,14878,9,3,124,0,$19 K,0,3
744,14621,27,3,80,0,$21 K,0,3
745,12782,1,3,107,0,$30 K,0,3
746,15811,14,3,139,0,$27 K,0,3
747,16153,46,3,89,0,$27 K,0,3
748,12480,25,3,154,0,$38 K,0,3
749,17796,37,3,82,0,$5 K,0,3
750,17114,2,3,135,0,$6 K,0,3
751,17555,16,3,106,0,$9 K,0,3
752,15602,5,3,54,0,$23 K,0,3
753,14229,48,3,43,0,$13 K,0,3
754,15687,5,3,168,0,$38 K,0,3
755,13455,21,3,53,0,$10 K,0,3
756,13634,30,3,188,0,$19 K,0,3
757,13982,36,3,115,0,$33 K,0,3
758,14657,14,3,127,0,$13 K,0,3
759,18061,18,3,46,0,$14 K,0,3
760,12951,5,3,65,0,$12 K,0,3
761,16168,7,3,99,0,$32 K,0,3
762,14543,0,3,107,0,$19 K,0,3
763,17236,9,3,105,0,$13 K,0,3
764,13168,33,3,133,0,$18 K,0,3
765,16043,34,3,39,0,$13 K,0,3
766,17540,5,3,26,0,$6 K,0,3
767,17373,37,3,57,0,$11 K,0,3
768,14467,14,3,90,0,$7 K,0,3
769,16407,9,3,172,0,$31 K,0,3
770,14798,49,3,12,0,$5 K,0,3
771,12721,28,3,164,0,$50 K,0,3
772,12462,15,3,66,0,$15 K,0,3
773,17512,25,3,106,0,$39 K,0,3
774,15406,15,3,58,0,$6 K,0,3
775,16434,26,3,109,0,$22 K,0,3
776,13717,29,3,103,0,$42 K,0,3
777,14825,0,3,121,0,$32 K,0,3
778,13750,50,3,24,0,$6 K,0,3
779,15755,7,3,145,0,$43 K,0,3
780,14639,49,3,175,0,$38 K,0,3
781,16014,32,3,148,0,$7 K,0,3
782,13804,27,3,137,0,$36 K,0,3
783,16208,41,3,66,0,$9 K,0,3
784,15093,15,3,112,0,$49 K,0,3
785,15951,5,3,41,0,$10 K,0,3
786,16992,7,3,95,0,$22 K,0,3
787,13509,5,3,44,0,$27 K,0,3
788,14732,5,3,149,0,$38 K,0,3
789,14239,40,3,116,0,$29 K,0,3
790,13630,2,3,80,0,$22 K,0,3
791,14112,19,3,173,0,$41 K,0,3
792,14662,25,3,168,0,$16 K,0,3
793,14077,37,3,42,0,$5 K,0,3
794,13265,50,3,91,0,$41 K,0,3
795,16652,50,3,123,0,$50 K,0,3
796,17164,29,3,145,0,$41 K,0,3
797,16293,5,3,120,0,$27 K,0,3
798,13971,5,3,158,0,$45 K,0,3
799,12994,1,3,73,0,$12 K,0,3
800,12849,28,3,51,0,$14 K,0,3
801,16511,18,3,169,0,$9 K,0,3
802,12878,15,3,49,0,$19 K,0,3
803,14217,6,3,101,0,$16 K,0,3
804,15132,15,3,52,0,$17 K,0,3
805,13196,8,3,110,0,$35 K,0,3
806,14075,1,3,43,0,$20 K,0,3
807,14235,7,3,80,0,$41 K,0,3
808,17754,34,3,69,0,$27 K,0,3
809,17979,32,3,147,0,$10 K,0,3
810,13014,7,3,122,0,$28 K,0,3
811,12668,4,3,168,0,$45 K,0,3
812,13481,42,3,112,0,$32 K,0,3
813,12557,13,3,33,0,$22 K,0,3
814,13769,26,3,127,0,$28 K,0,3
815,16218,26,3,90,0,$44 K,0,3
816,16019,43,3,160,0,$49 K,0,3
817,17088,25,3,115,0,$26 K,0,3
818,12909,36,3,96,0,$28 K,0,3
819,16960,35,3,101,0,$9 K,0,3
820,14719,7,3,184,0,$23 K,0,3
821,16170,47,3,127,0,$42 K,0,3
822,16261,14,3,124,0,$7 K,0,3
823,13362,6,3,166,0,$41 K,0,3
824,18036,29,3,96,0,$6 K,0,3
825,14504,44,3,107,0,$9 K,0,3
826,15214,7,3,98,0,$29 K,0,3
827,13846,21,3,58,0,$10 K,0,3
828,13824,29,3,46,0,$18 K,0,3
829,16837,28,3,166,0,$42 K,0,3
830,13544,36,3,87,0,$3 K,0,3
831,17669,39,3,68,0,$31 K,0,3
832,13048,11,3,137,0,$35 K,0,3
833,16628,26,3,119,0,$37 K,0,3
834,14868,18,3,134,0,$35 K,0,3
835,13389,8,3,51,0,$11 K,0,3
836,13495,4,3,52,0,$25 K,0,3
837,15065,34,3,158,0,$34 K,0,3
838,13695,28,3,90,0,$34 K,0,3
839,15145,1,3,67,0,$22 K,0,3
840,16188,41,3,67,0,$19 K,0,3
841,17720,23,3,50,0,$15 K,0,3
842,18272,42,3,147,0,$40 K,0,3
843,14655,0,3,50,0,$21 K,0,3
844,15582,21,3,44,0,$11 K,0,3
845,14515,14,3,101,0,$30 K,0,3
846,18241,6,3,105,0,$27 K,0,3
847,16232,29,3,38,0,$15 K,0,3
848,15134,11,3,73,0,$21 K,0,3
849,12712,19,3,142,0,$33 K,0,3
850,14748,26,3,92,0,$31 K,0,3
851,12395,12,3,159,0,$43 K,0,3
852,17932,26,3,90,0,$21 K,0,3
853,13136,47,3,139,0,$39 K,0,3
854,15826,48,3,69,0,$27 K,0,3
855,13623,27,3,86,0,$7 K,0,3
856,13650,13,3,98,0,$24 K,0,3
857,13456,14,3,65,0,$19 K,0,3
858,17147,19,3,85,0,$22 K,0,3
859,13309,4,3,107,0,$38 K,0,3
860,17702,27,3,80,0,$26 K,0,3
861,13258,8,3,38,0,$8 K,0,3
862,14292,4,3,108,0,$33 K,0,3
863,17644,33,3,143,0,$40 K,0,3
864,16497,46,3,136,0,$38 K,0,3
865,16038,4,3,28,0,$7 K,0,3
866,14921,27,3,78,0,$26 K,0,3
867,16341,21,3,84,0,$32 K,0,3
868,13831,13,3,74,0,$12 K,0,3
869,15796,14,3,118,0,$19 K,0,3
870,17272,39,3,116,0,$39 K,0,3
871,15819,46,3,123,0,$32 K,0,3
872,15434,5,3,59,0,$15 K,0,3
873,12654,7,3,38,0,$7 K,0,3
874,13549,22,3,52,0,$13 K,0,3
875,14842,32,3,158,0,$31 K,0,3
876,14597,8,3,55,0,$12 K,0,3
877,13437,11,3,167,0,$31 K,0,3
878,14408,7,3,107,0,$42 K,0,3
879,14700,29,3,115,0,$34 K,0,3
880,15722,32,3,72,0,$19 K,0,3
881,13637,49,3,101,0,$11 K,0,3
882,14232,28,3,118,0,$43 K,0,3
883,13327,35,3,109,0,$40 K,0,3
884,13875,50,3,104,0,$38 K,0,3
885,16892,12,3,79,0,$6 K,0,3
886,15679,21,3,110,0,$33 K,0,3
887,16205,27,3,98,0,$11 K,0,3
888,13384,27,3,155,0,$47 K,0,3
889,15656,42,3,47,0,$11 K,0,3
890,16898,23,3,163,0,$11 K,0,3
891,12724,2,3,53,0,$12 K,0,3
892,12429,6,3,97,0,$36 K,0,3
893,12904,15,3,72,0,$9 K,0,3
894,17159,18,3,102,0,$32 K,0,3
895,12830,34,3,39,0,$24 K,0,3
896,14175,48,3,164,0,$42 K,0,3
897,15253,13,3,55,0,$24 K,0,3
898,15186,11,3,19,0,$6 K,0,3
899,13461,35,3,27,0,$19 K,0,3
900,15208,28,3,34,0,$9 K,0,3
901,13282,15,3,40,0,$8 K,0,3
902,13450,23,3,71,0,$38 K,0,3
903,17671,12,3,61,0,$19 K,0,3
904,17861,21,3,162,0,$37 K,0,3
905,15901,13,3,116,0,$10 K,0,3
906,16880,27,3,178,0,$19 K,0,3
907,13184,11,3,183,0,$44 K,0,3
908,13590,8,3,89,0,$31 K,0,3
909,13311,1,3,26,0,$7 K,0,3
910,16225,41,3,134,0,$13 K,0,3
911,14862,22,3,48,0,$16 K,0,3
912,12619,13,3,95,0,$43 K,0,3
913,15987,9,3,140,0,$18 K,0,3
914,12388,12,3,100,0,$37 K,0,3
915,15187,5,3,81,0,$41 K,0,3
916,15206,7,3,9,0,$5 K,0,3
917,13705,4,3,28,0,$11 K,0,3
918,12589,25,3,35,0,$10 K,0,3
919,12560,2,3,111,0,$28 K,0,3
920,16271,12,3,133,0,$25 K,0,3
921,13995,12,3,87,0,$24 K,0,3
922,16891,33,3,184,0,$7 K,0,3
923,13157,46,3,89,0,$42 K,0,3
924,17175,41,3,64,0,$22 K,0,3
925,15506,19,3,164,0,$21 K,0,3
926,12584,0,3,126,0,$14 K,0,3
927,13183,4,3,94,0,$42 K,0,3
928,13728,33,3,63,0,$14 K,0,3
929,14898,20,3,119,0,$16 K,0,3
930,12910,20,3,75,0,$43 K,0,3
931,16775,7,3,158,0,$11 K,0,3
932,12844,26,3,52,0,$4 K,0,3
933,16531,19,3,77,0,$21 K,0,3
934,15110,20,3,40,0,$8 K,0,3
935,12610,19,3,111,0,$32 K,0,3
936,12865,23,3,96,0,$27 K,0,3
937,17554,13,3,82,0,$24 K,0,3
938,13117,18,3,76,0,$24 K,0,3
939,14116,16,3,72,0,$20 K,0,3
940,15494,18,3,125,0,$27 K,0,3
941,12993,20,3,27,0,$9 K,0,3
942,15747,9,3,93,0,$11 K,0,3
943,14466,26,3,72,0,$22 K,0,3
944,15220,48,3,119,0,$32 K,0,3
945,12421,12,3,46,0,$13 K,0,3
946,16633,14,3,153,0,$32 K,0,3
947,15024,6,3,155,0,$26 K,0,3
948,17612,50,3,142,0,$44 K,0,3
949,14533,21,3,65,0,$34 K,0,3
950,12364,4,3,85,0,$37 K,0,3
951,13435,2,3,103,0,$36 K,0,3
952,17703,32,3,55,0,$19 K,0,3
953,17041,23,3,71,0,$22 K,0,3
954,15950,28,3,98,0,$21 K,0,3
955,15550,1,3,61,0,$8 K,0,3
956,15203,22,3,142,0,$45 K,0,3
957,12708,26,3,174,0,$36 K,0,3
958,17173,2,3,87,0,$33 K,0,3
959,13726,35,3,42,0,$21 K,0,3
960,14907,20,3,147,0,$38 K,0,3
961,12670,7,3,94,0,$32 K,0,3
962,16983,9,3,149,0,$33 K,0,3
963,14107,48,3,124,0,$50 K,0,3
964,14360,28,3,118,0,$29 K,0,3
965,12526,50,3,58,0,$15 K,0,3
966,14309,5,3,123,0,$40 K,0,3
967,17422,13,3,135,0,$50 K,0,3
968,13305,1,3,81,0,$28 K,0,3
969,12674,8,3,91,0,$26 K,0,3
970,13324,29,3,77,0,$44 K,0,3
971,14720,2,3,37,0,$5 K,0,3
972,15865,37,3,40,0,$11 K,0,3
973,17685,13,3,130,0,$49 K,0,3
974,18180,1,3,119,0,$45 K,0,3
975,17071,5,3,148,0,$33 K,0,3
976,14359,16,3,58,0,$11 K,0,3
977,14032,13,3,150,0,$49 K,0,3
978,16279,18,3,109,0,$31 K,0,3
979,14111,11,3,11,0,$4 K,0,3
980,17573,26,3,26,0,$6 K,0,3
981,14487,23,3,145,0,$19 K,0,3
982,12562,5,3,168,0,$43 K,0,3
983,12640,20,3,53,0,$8 K,0,3
984,17527,50,3,49,0,$12 K,0,3
985,16369,15,3,118,0,$31 K,0,3
986,15839,22,3,65,0,$20 K,0,3
987,17564,21,3,49,0,$3 K,0,3
988,13138,19,3,63,0,$15 K,0,3
989,16103,4,3,48,0,$14 K,0,3
990,17466,7,3,41,0,$10 K,0,3
991,12877,0,3,154,0,$31 K,0,3
992,12546,43,3,70,0,$17 K,0,3
993,14215,8,3,109,0,$35 K,0,3
994,16240,5,3,142,0,$41 K,0,3
995,15807,47,3,48,0,$12 K,0,3
996,17867,27,3,81,0,$7 K,0,3
997,14540,6,3,76,0,$10 K,0,3
998,13991,9,3,86,0,$23 K,0,3
999,14712,26,3,25,0,$6 K,0,3
1000,12783,29,3,69,0,$12 K,0,3
1001,12925,1,3,45,0,$14 K,0,3
1002,13867,28,3,61,0,$18 K,0,3
1003,15492,25,3,35,0,$10 K,0,3
1004,15754,47,3,29,0,$6 K,0,3
1005,15584,20,3,125,0,$9 K,0,3
1006,16332,25,3,154,0,$20 K,0,3
1007,13924,6,3,110,0,$26 K,0,3
1008,17447,37,3,36,0,$13 K,0,3
1009,15370,37,3,95,0,$26 K,0,3
1010,15321,46,3,106,0,$27 K,0,3
1011,13782,9,3,115,0,$11 K,0,3
1012,15952,30,3,91,0,$9 K,0,3
1013,16283,2,3,168,0,$35 K,0,3
1014,16930,23,3,54,0,$9 K,0,3
1015,13379,23,3,97,0,$16 K,0,3
1016,14488,48,3,49,0,$17 K,0,3
1017,16747,22,3,45,0,$14 K,0,3
1018,17330,19,3,6,0,$3 K,0,3
1019,13297,4,3,59,0,$25 K,0,3
1020,15105,15,3,101,0,$33 K,0,3
1021,12695,4,3,27,0,$5 K,0,3
1022,17728,0,3,169,0,$37 K,0,3
1023,13808,2,3,76,0,$23 K,0,3
1024,15953,12,3,103,0,$24 K,0,3
1025,14389,5,3,62,0,$18 K,0,3
1026,12723,0,3,69,0,$13 K,0,3
1027,16924,18,3,89,0,$13 K,0,3
1028,14592,32,3,164,0,$10 K,0,3
1029,12781,18,3,30,0,$17 K,0,3
1030,16900,8,3,82,0,$16 K,0,3
1031,15608,25,3,60,0,$15 K,0,3
1032,13919,50,3,33,0,$13 K,0,3
1033,18287,39,3,70,0,$32 K,0,3
1034,17676,1,3,79,0,$25 K,0,3
1035,12498,18,3,23,0,$4 K,0,3
1036,14251,7,3,68,0,$31 K,0,3
1037,12613,28,3,163,0,$46 K,0,3
1038,14856,33,3,66,0,$19 K,0,3
1039,12380,18,3,105,0,$33 K,0,3
1040,16416,23,3,73,0,$16 K,0,3
1041,15440,51,3,62,0,$5 K,0,3
1042,15113,6,3,101,0,$39 K,0,3
1043,16987,39,3,107,0,$8 K,0,3
1044,14443,50,3,98,0,$26 K,0,3
1045,15091,50,3,31,0,$9 K,0,3
1046,17520,50,3,30,0,$10 K,0,3
1047,13015,50,3,176,0,$47 K,0,3
1048,12463,43,3,88,0,$23 K,0,3
1049,16463,18,3,85,0,$31 K,0,3
1050,17244,50,3,31,0,$15 K,0,3
1051,15505,49,3,99,0,$48 K,0,3
1052,15971,14,3,35,0,$20 K,0,3
1053,16734,49,3,53,0,$10 K,0,3
1054,16730,49,3,84,0,$24 K,0,3
1055,12759,49,3,95,0,$26 K,0,3
1056,16851,1,3,20,0,$7 K,0,3
1057,13849,48,3,101,0,$28 K,0,3
1058,16470,48,3,171,0,$14 K,0,3
1059,17101,7,3,42,0,$16 K,0,3
1060,15468,32,3,29,0,$5 K,0,3
1061,15006,48,3,144,0,$8 K,0,3
1062,17434,6,3,123,0,$44 K,0,3
1063,17764,47,3,75,0,$12 K,0,3
1064,14923,47,3,44,0,$12 K,0,3
1065,17672,40,3,115,0,$50 K,0,3
1066,15565,47,3,8,0,$2 K,0,3
1067,15836,42,3,12,0,$859,0,3
1068,16015,0,3,184,0,$19 K,0,3
1069,17800,34,3,104,0,$15 K,0,3
1070,15051,20,3,143,0,$24 K,0,3
1071,14233,40,3,36,0,$17 K,0,3
1072,14035,25,3,66,0,$22 K,0,3
1073,14629,1,3,153,0,$10 K,0,3
1074,16491,43,3,39,0,$12 K,0,3
1075,15215,41,3,43,0,$6 K,0,3
1076,17344,43,3,32,0,$2 K,0,3
1077,15068,43,3,104,0,$9 K,0,3
1078,13176,43,3,72,0,$9 K,0,3
1079,17317,43,3,11,0,$11 K,0,3
1080,16762,16,3,89,0,$18 K,0,3
1081,17350,5,3,72,0,$22 K,0,3
1082,14173,7,3,29,0,$4 K,0,3
1083,13510,42,3,96,0,$28 K,0,3
1084,16201,13,3,85,0,$29 K,0,3
1085,14482,15,3,144,0,$29 K,0,3
1086,16418,41,3,102,0,$9 K,0,3
1087,15320,41,3,36,0,$3 K,0,3
1088,12827,2,3,25,0,$6 K,0,3
1089,15948,5,3,60,0,$14 K,0,3
1090,17684,40,3,15,0,$4 K,0,3
1091,14971,32,3,160,0,$16 K,0,3
1092,16026,40,3,32,0,$7 K,0,3
1093,17545,40,3,145,0,$8 K,0,3
1094,18035,32,3,53,0,$12 K,0,3
1095,16601,37,3,31,0,$3 K,0,3
1096,12483,14,3,81,0,$29 K,0,3
1097,13278,37,3,46,0,$13 K,0,3
1098,15680,6,3,78,0,$21 K,0,3
1099,15478,37,3,46,0,$15 K,0,3
1100,17213,37,3,164,0,$32 K,0,3
1101,13822,2,3,96,0,$15 K,0,3
1102,18067,37,3,37,0,$6 K,0,3
1103,16877,9,3,159,0,$13 K,0,3
1104,13994,0,3,155,0,$27 K,0,3
1105,16969,36,3,42,0,$14 K,0,3
1106,13203,6,3,57,0,$25 K,0,3
1107,12417,26,3,178,0,$33 K,0,3
1108,14995,35,3,61,0,$2 K,0,3
1109,14485,35,3,47,0,$2 K,0,3
1110,17812,9,3,141,0,$9 K,0,3
1111,16352,14,3,28,0,$9 K,0,3
1112,15830,26,3,41,0,$11 K,0,3
1113,15576,34,3,45,0,$10 K,0,3
1114,16367,34,3,130,0,$15 K,0,3
1115,16706,34,3,123,0,$7 K,0,3
1116,13271,34,3,101,0,$7 K,0,3
1117,17086,4,3,96,0,$42 K,0,3
1118,12808,33,3,28,0,$5 K,0,3
1119,18205,33,3,32,0,$4 K,0,3
1120,15605,33,3,67,0,$12 K,0,3
1121,17403,33,3,33,0,$3 K,0,3
1122,12544,26,3,20,0,$4 K,0,3
1123,15809,32,3,43,0,$9 K,0,3
1124,17203,32,3,152,0,$38 K,0,3
1125,18167,0,3,43,0,$12 K,0,3
1126,17084,32,3,162,0,$42 K,0,3
1127,16466,30,3,148,0,$22 K,0,3
1128,15407,30,3,153,0,$12 K,0,3
1129,16445,30,3,63,0,$3 K,0,3
1130,16372,30,3,97,0,$5 K,0,3
1131,15696,30,3,177,0,$24 K,0,3
1132,17768,5,3,105,0,$28 K,0,3
1133,15883,30,3,20,0,$2 K,0,3
1134,17082,30,3,81,0,$30 K,0,3
1135,16053,29,3,84,0,$24 K,0,3
1136,14387,29,3,140,0,$22 K,0,3
1137,14623,29,3,135,0,$12 K,0,3
1138,17158,29,3,67,0,$18 K,0,3
1139,17109,26,3,121,0,$16 K,0,3
1140,18150,29,3,37,0,$10 K,0,3
1141,15763,28,3,63,0,$7 K,0,3
1142,17886,28,3,109,0,$11 K,0,3
1143,17964,28,3,104,0,$10 K,0,3
1144,15573,28,3,104,0,$11 K,0,3
1145,17633,28,3,72,0,$16 K,0,3
1146,13110,28,3,146,0,$9 K,0,3
1147,13643,28,3,28,0,$8 K,0,3
1148,16284,28,3,109,0,$11 K,0,3
1149,17006,1,3,44,0,$7 K,0,3
1150,14794,6,3,69,0,$12 K,0,3
1151,12532,27,3,16,0,$4 K,0,3
1152,14493,4,3,123,0,$33 K,0,3
1153,15485,27,3,86,0,$27 K,0,3
1154,17705,27,3,99,0,$26 K,0,3
1155,16025,26,3,28,0,$10 K,0,3
1156,17461,19,3,111,0,$19 K,0,3
1157,12384,25,3,30,0,$4 K,0,3
1158,17295,25,3,69,0,$7 K,0,3
1159,12518,25,3,106,0,$31 K,0,3
1160,16386,25,3,88,0,$6 K,0,3
1161,17052,25,3,92,0,$8 K,0,3
1162,13557,25,3,34,0,$14 K,0,3
1163,13895,18,3,119,0,$33 K,0,3
1164,16438,2,3,132,0,$12 K,0,3
1165,13170,23,3,32,0,$5 K,0,3
1166,15429,23,3,83,0,$10 K,0,3
1167,14698,12,3,164,0,$15 K,0,3
1168,16726,23,3,185,0,$26 K,0,3
1169,14382,23,3,131,0,$16 K,0,3
1170,12689,22,3,72,0,$19 K,0,3
1171,15671,15,3,81,0,$36 K,0,3
1172,12938,22,3,9,0,$4 K,0,3
1173,18082,22,3,73,0,$14 K,0,3
1174,17081,22,3,64,0,$2 K,0,3
1175,17566,5,3,152,0,$15 K,0,3
1176,14418,0,3,124,0,$43 K,0,3
1177,14953,22,3,55,0,$5 K,0,3
1178,17235,22,3,29,0,$7 K,0,3
1179,15009,9,3,182,0,$19 K,0,3
1180,16361,6,3,106,0,$13 K,0,3
1181,14666,21,3,14,0,$6 K,0,3
1182,15720,21,3,128,0,$7 K,0,3
1183,14544,21,3,114,0,$36 K,0,3
1184,12933,21,3,107,0,$8 K,0,3
1185,16156,5,3,139,0,$36 K,0,3
1186,13816,20,3,33,0,$7 K,0,3
1187,16916,20,3,143,0,$11 K,0,3
1188,16469,20,3,182,0,$8 K,0,3
1189,17680,20,3,11,0,$3 K,0,3
1190,16085,20,3,167,0,$16 K,0,3
1191,18075,20,3,153,0,$38 K,0,3
1192,13012,6,3,107,0,$20 K,0,3
1193,14673,6,3,59,0,$18 K,0,3
1194,14102,2,3,84,0,$20 K,0,3
1195,17080,19,3,9,0,$4 K,0,3
1196,12847,19,3,91,0,$18 K,0,3
1197,17397,19,3,92,0,$7 K,0,3
1198,15435,19,3,29,0,$2 K,0,3
1199,16042,19,3,75,0,$23 K,0,3
1200,14508,19,3,57,0,$3 K,0,3
1201,13171,5,3,48,0,$6 K,0,3
1202,12391,18,3,100,0,$8 K,0,3
1203,15530,18,3,108,0,$26 K,0,3
1204,17286,18,3,45,0,$5 K,0,3
1205,12578,18,3,120,0,$32 K,0,3
1206,14285,18,3,27,0,$9 K,0,3
1207,18276,18,3,16,0,$4 K,0,3
1208,12702,16,3,12,0,$1 K,0,3
1209,14157,16,3,49,0,$8 K,0,3
1210,14052,16,3,56,0,$2 K,0,3
1211,13118,16,3,82,0,$12 K,0,3
1212,18127,16,3,47,0,$5 K,0,3
1213,16411,16,3,45,0,$5 K,0,3
1214,17523,8,3,33,0,$6 K,0,3
1215,16899,4,3,125,0,$14 K,0,3
1216,17738,16,3,99,0,$29 K,0,3
1217,14447,15,3,70,0,$16 K,0,3
1218,12349,15,3,73,0,$17 K,0,3
1219,12795,15,3,14,0,$2 K,0,3
1220,15527,15,3,166,0,$29 K,0,3
1221,15115,15,3,21,0,$5 K,0,3
1222,15877,14,3,109,0,$5 K,0,3
1223,15525,14,3,97,0,$8 K,0,3
1224,17360,14,3,132,0,$11 K,0,3
1225,17659,0,3,161,0,$38 K,0,3
1226,17297,14,3,51,0,$2 K,0,3
1227,17759,14,3,95,0,$16 K,0,3
1228,17590,14,3,185,0,$18 K,0,3
1229,14335,13,3,63,0,$11 K,0,3
1230,17290,13,3,53,0,$6 K,0,3
1231,15398,13,3,74,0,$20 K,0,3
1232,14397,2,3,87,0,$32 K,0,3
1233,16482,12,3,18,0,$7 K,0,3
1234,17254,1,3,112,0,$6 K,0,3
1235,12937,12,3,120,0,$27 K,0,3
1236,16616,12,3,33,0,$12 K,0,3
1237,17727,6,3,67,0,$18 K,0,3
1238,15737,11,3,81,0,$15 K,0,3
1239,13596,2,3,166,0,$11 K,0,3
1240,17288,6,3,142,0,$30 K,0,3
1241,17885,9,3,64,0,$6 K,0,3
1242,14741,8,3,59,0,$20 K,0,3
1243,15721,8,3,91,0,$10 K,0,3
1244,15022,8,3,135,0,$13 K,0,3
1245,13844,8,3,20,0,$5 K,0,3
1246,17188,8,3,89,0,$31 K,0,3
1247,14290,8,3,103,0,$25 K,0,3
1248,16800,8,3,164,0,$14 K,0,3
1249,12657,8,3,56,0,$14 K,0,3
1250,13349,7,3,16,0,$7 K,0,3
1251,15783,7,3,14,0,$3 K,0,3
1252,13211,7,3,56,0,$21 K,0,3
1253,17682,7,3,119,0,$36 K,0,3
1254,13647,6,3,80,0,$20 K,0,3
1255,18230,6,3,89,0,$40 K,0,3
1256,17911,6,3,39,0,$6 K,0,3
1257,16376,5,3,128,0,$18 K,0,3
1258,15862,5,3,147,0,$12 K,0,3
1259,15028,5,3,48,0,$10 K,0,3
1260,15904,5,3,30,0,$3 K,0,3
1261,12762,4,3,69,0,$23 K,0,3
